"position_id","tax_src_id","tax_dest_id"

"fp_irpf7","account_tax_template_p_priva21_bc","account_tax_template_p_priva21_bc"
"fp_irpf7","account_tax_template_p_priva21_bc","account_tax_template_p_irpf7"
"fp_irpf7","account_tax_template_p_priva21_sc","account_tax_template_p_priva21_sc"
"fp_irpf7","account_tax_template_p_priva21_sc","account_tax_template_p_irpf7"
"fp_irpf7","account_tax_template_p_priva10_bc","account_tax_template_p_priva10_bc"
"fp_irpf7","account_tax_template_p_priva10_bc","account_tax_template_p_irpf7"
"fp_irpf7","account_tax_template_p_priva10_sc","account_tax_template_p_priva10_sc"
"fp_irpf7","account_tax_template_p_priva10_sc","account_tax_template_p_irpf7"
"fp_irpf7","account_tax_template_p_priva4_bc","account_tax_template_p_priva4_bc"
"fp_irpf7","account_tax_template_p_priva4_bc","account_tax_template_p_irpf7"
"fp_irpf7","account_tax_template_p_priva4_sc","account_tax_template_p_priva4_sc"
"fp_irpf7","account_tax_template_p_priva4_sc","account_tax_template_p_irpf7"

"fp_irpf2","account_tax_template_p_priva21_bc","account_tax_template_p_priva21_bc"
"fp_irpf2","account_tax_template_p_priva21_bc","account_tax_template_p_irpf2"
"fp_irpf2","account_tax_template_p_priva21_sc","account_tax_template_p_priva21_sc"
"fp_irpf2","account_tax_template_p_priva21_sc","account_tax_template_p_irpf2"
"fp_irpf2","account_tax_template_p_priva10_bc","account_tax_template_p_priva10_bc"
"fp_irpf2","account_tax_template_p_priva10_bc","account_tax_template_p_irpf2"
"fp_irpf2","account_tax_template_p_priva10_sc","account_tax_template_p_priva10_sc"
"fp_irpf2","account_tax_template_p_priva10_sc","account_tax_template_p_irpf2"
"fp_irpf2","account_tax_template_p_priva4_bc","account_tax_template_p_priva4_bc"
"fp_irpf2","account_tax_template_p_priva4_bc","account_tax_template_p_irpf2"
"fp_irpf2","account_tax_template_p_priva4_sc","account_tax_template_p_priva4_sc"
"fp_irpf2","account_tax_template_p_priva4_sc","account_tax_template_p_irpf2"

"fp_irpf1","account_tax_template_p_priva21_bc","account_tax_template_p_priva21_bc"
"fp_irpf1","account_tax_template_p_priva21_bc","account_tax_template_p_irpf1"
"fp_irpf1","account_tax_template_p_priva21_sc","account_tax_template_p_priva21_sc"
"fp_irpf1","account_tax_template_p_priva21_sc","account_tax_template_p_irpf1"
"fp_irpf1","account_tax_template_p_priva10_bc","account_tax_template_p_priva10_bc"
"fp_irpf1","account_tax_template_p_priva10_bc","account_tax_template_p_irpf1"
"fp_irpf1","account_tax_template_p_priva10_sc","account_tax_template_p_priva10_sc"
"fp_irpf1","account_tax_template_p_priva10_sc","account_tax_template_p_irpf1"
"fp_irpf1","account_tax_template_p_priva4_bc","account_tax_template_p_priva4_bc"
"fp_irpf1","account_tax_template_p_priva4_bc","account_tax_template_p_irpf1"
"fp_irpf1","account_tax_template_p_priva4_sc","account_tax_template_p_priva4_sc"
"fp_irpf1","account_tax_template_p_priva4_sc","account_tax_template_p_irpf1"
